PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing% (pi),O-Swing% (pi),Z-Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
115,26.10%,5.20%,0.057,3.2,14.90%,39.20%,45.90%,8.80%,2.90%,19.00%,45.60%,35.40%,41.60%,26.50%,55.60%,40.90%,80.00%,3.4,1,0.19,0.234,0.248,0.219,25,1.8,-0.2
113,32.70%,6.20%,0.126,4.4,16.90%,47.70%,35.40%,8.70%,8.70%,25.40%,47.80%,26.90%,52.10%,36.80%,69.90%,40.00%,87.80%,5.5,2,0.146,0.214,0.272,0.218,29,0.5,0
122,22.10%,6.60%,0.055,1.2,18.50%,43.20%,38.30%,22.60%,3.20%,28.20%,60.00%,11.80%,43.10%,26.80%,56.40%,56.60%,86.80%,0.7,1,0.174,0.242,0.229,0.217,34,-0.5,-0.6
319,27.00%,3.40%,0.097,0.7,17.30%,37.90%,44.90%,13.50%,5.20%,25.60%,47.50%,26.90%,55.90%,39.50%,71.90%,52.60%,80.20%,8.1,5,0.178,0.213,0.275,0.215,32,-2.4,-0.9
103,23.30%,6.80%,0.129,3.5,19.70%,40.80%,39.40%,14.30%,7.10%,30.60%,41.70%,27.80%,49.10%,32.90%,67.40%,51.50%,79.80%,1.1,2,0.161,0.214,0.29,0.215,32,0.6,-0.3
281,26.70%,5.30%,0.085,2,18.20%,38.80%,42.90%,24.70%,4.10%,27.50%,52.90%,19.60%,51.20%,34.50%,66.00%,49.10%,82.60%,8.2,3,0.174,0.225,0.259,0.215,32,-1.7,-0.7
113,23.90%,6.20%,0.067,1.6,20.50%,53.80%,25.60%,20.00%,5.00%,33.30%,43.60%,23.10%,43.60%,24.30%,58.80%,64.00%,83.10%,2.2,1,0.171,0.23,0.238,0.212,22,-0.1,-0.5
120,10.00%,2.50%,0.034,1.4,17.30%,41.30%,41.30%,14.00%,0.00%,29.50%,48.60%,21.90%,56.50%,45.80%,67.30%,85.90%,91.30%,1.5,0,0.207,0.225,0.241,0.209,14,-0.7,-0.8
144,15.30%,6.30%,0.038,3,26.20%,41.10%,32.70%,5.70%,0.00%,20.50%,48.20%,31.30%,40.30%,23.90%,55.20%,68.30%,91.90%,3,0,0.183,0.241,0.221,0.207,22,0.2,-0.6
166,24.70%,6.60%,0.092,1.2,13.20%,43.00%,43.90%,12.00%,4.00%,15.80%,54.40%,29.80%,45.00%,29.00%,58.90%,57.30%,85.70%,-2.3,2,0.157,0.211,0.248,0.206,19,-1.3,-1.5
225,24.90%,6.70%,0.088,3,18.00%,39.30%,42.70%,14.10%,4.70%,17.80%,51.30%,30.90%,52.60%,30.80%,74.60%,48.00%,87.50%,8.9,3,0.157,0.219,0.245,0.205,29,-2.4,-0.6
152,25.00%,5.30%,0.08,1.7,18.60%,45.10%,36.30%,10.80%,8.10%,10.50%,69.50%,20.00%,52.30%,37.00%,66.70%,51.60%,84.60%,4,3,0.168,0.215,0.248,0.203,26,0.8,-0.4
254,16.50%,4.30%,0.073,2.5,14.70%,39.80%,45.50%,24.10%,2.30%,37.20%,49.80%,13.10%,47.20%,31.20%,59.90%,72.10%,91.00%,7.9,2,0.167,0.21,0.239,0.203,19,-1.2,-1
118,41.50%,3.40%,0.053,3.1,18.80%,37.50%,43.80%,21.40%,0.00%,20.00%,52.30%,27.70%,50.00%,41.80%,57.60%,50.60%,83.70%,3.5,0,0.202,0.229,0.254,0.202,21,-0.4,-0.4
117,29.10%,2.60%,0.079,0.7,17.50%,42.50%,40.00%,18.80%,6.30%,17.50%,65.00%,17.50%,61.20%,57.50%,65.30%,58.30%,85.40%,5.2,2,0.175,0.197,0.254,0.2,19,-0.5,-0.3
128,21.90%,5.50%,0.018,1.9,18.80%,44.70%,36.50%,25.80%,0.00%,29.40%,56.50%,14.10%,44.00%,27.20%,59.50%,75.40%,88.30%,5.4,0,0.184,0.238,0.202,0.199,15,-1.2,-0.5
139,21.60%,8.60%,0.041,2.4,16.10%,59.10%,24.70%,4.30%,0.00%,17.70%,60.40%,21.90%,48.80%,28.90%,67.00%,56.80%,87.20%,1.7,0,0.163,0.243,0.203,0.197,18,0.1,-0.8
247,22.30%,5.70%,0.009,2.5,12.40%,55.90%,31.80%,3.70%,0.00%,18.80%,61.40%,19.90%,53.10%,36.60%,67.60%,59.90%,87.20%,2,0,0.178,0.23,0.187,0.196,21,-1.4,-1.4
114,28.10%,7.00%,0.058,1.8,8.50%,43.70%,47.90%,5.90%,2.90%,20.60%,57.50%,21.90%,49.80%,35.90%,62.90%,64.60%,83.60%,3.4,1,0.144,0.211,0.202,0.193,12,0.4,-0.4
142,14.80%,4.20%,0.071,1.5,16.20%,47.60%,36.20%,13.20%,2.60%,21.70%,58.30%,20.00%,42.20%,25.40%,57.70%,75.00%,92.40%,6.3,1,0.157,0.195,0.228,0.189,15,-0.2,-0.3
141,19.90%,5.00%,0.023,1,19.20%,41.30%,39.40%,9.80%,0.00%,15.10%,63.20%,21.70%,49.20%,36.20%,65.40%,58.30%,89.30%,3,0,0.174,0.216,0.197,0.188,8,-0.7,-0.9
136,25.70%,2.20%,0.085,4,9.50%,50.50%,40.00%,18.40%,5.30%,22.90%,55.20%,21.90%,48.00%,33.70%,61.50%,66.30%,85.60%,4.9,2,0.146,0.176,0.231,0.178,0,0.8,-0.6
